INVERTED INDEX FOR 500 DOCUMENTS
====================================================================================================
Format: word	document_count	document_hashes
caring	5	0574c6441a54955bd9347ee8d08b1c4d,42c37ee0548a21f274f46802aa302c77,8b04dc79b7b86fb40b4eabbee42efd62,8eb92e47c09a49200a9f0fdfe59bed94,924b778f6ecbf031abd961f7db6760b2
carisimo	1	649ac01335e2bb1cb8ebedaf855eef03
carl	1	f8d5b9d5f1efef4cadd56f1bcd132b75
carla	1	2f8364ee9ec945cd0fd87b99fd1a15e5
carli	1	0161d5e73cd420e302572dc1aa0964eb
carlis	1	4188f2130be998c0b93317959d45e87a
carlo	4	512a9d8ae499874a9637b36f930bcfdd,edf936c8d947edce4fa14c3e599082f6,f2a7dbd010947f1c8d0f3cd91047db05,f3f0318612c9f63af07d12936e9bd0bf
carnegie	10	0089addb16de18d4a2d66fcb38b15617,09888b1bd9e7fe4160d457f2f9f36fd1,51c9df0c84adb4e489a3704763ce8319,5cc6d45bd3480012d65cfc5a298ff083,8935278f54f4efc190110b801b344a50,9dbe16684982fa1e2575333bda9e4da7,aef921caf82ad75ecfa3c207ce6e5fbd,d03fedd811983808ab9cbe760082668b,d280b29a913f8d46d344973171bd0abb,e76fbc83bd913eac1ac6860fad8ba079
carnival	1	712097dc3eb1c8c55094f5258d84fd98
carol	1	f8d5b9d5f1efef4cadd56f1bcd132b75
carolina	9	0161d5e73cd420e302572dc1aa0964eb,0b547af2efad17b66221ccf0a9950110,328eb1a0d15d44ce77437321078d662b,37f5016bab7a5e9951363d67201ca1c1,4188f2130be998c0b93317959d45e87a,537ab5a4d8d7e424b5fe3a581a678251,8b100ed8656f043bf84d3e8b43b56088,924b778f6ecbf031abd961f7db6760b2,f8d5b9d5f1efef4cadd56f1bcd132b75
caroline	1	f8d5b9d5f1efef4cadd56f1bcd132b75
carolyn	3	9dbe16684982fa1e2575333bda9e4da7,c28f54be26c8562bd3e4be07a2992e17,f8d5b9d5f1efef4cadd56f1bcd132b75
carpathian	1	f8d5b9d5f1efef4cadd56f1bcd132b75
carpe	1	712097dc3eb1c8c55094f5258d84fd98
carracci	1	c0b2f61e9bcd9d4fc97655220ba65af5
carrels	1	ae2703abbfb990fb34c5f1e3800a5ba5
carrie	1	8b04dc79b7b86fb40b4eabbee42efd62
carried	2	cca25aece2c08945274919fa6c14b941,d1504625502337a304af3d5e3cdbbd46
carriers	6	204eed662fbf733dfdf721682f064ddc,250a8c6c054eaa20c4ec36ffa21992df,2bf27f4f218d437374c4329c91ca6644,78cc9ec18f0bfaa18b3b1cee0d7a602d,b3fbd0f4c9dfea7447801807ee817223,e49ac7b0c07dfc662bdd7421a095227c
carries	1	148b7f254ff6d3916dea133230431320
carry	17	0161d5e73cd420e302572dc1aa0964eb,171f343ca16cbca4372e73d0d745210f,203732ce3777ebad30ce2b7848e6e6f0,3473d3e8aacec289efa0e8d2732fc1e4,37f5016bab7a5e9951363d67201ca1c1,394fde8ce4ab28d2c4aa157f735343eb,42c121c96428b31e1cb4b12490931209,4b48884ed2239986effdc9f7fb7fc1c3,6d26e6f6e76e9fc15a8087ad7d69d0c8,7ec366e5020adce458a4b28100e1f36c,9dbe16684982fa1e2575333bda9e4da7,aaf92d0f177be659ccd6fff1f839146d,c0617c260022183eb1cb3be16fd4a533,c5221b844e57a037b76df93892ba38fe,cca25aece2c08945274919fa6c14b941,e6a8c147d73480c07ece3498d9401978,ef0be29f98f0c3c29a567f8d1525b002
carrying	3	2e34664843decfdd46b4b32c98c874ca,af888c7fcafacf20341e8b65b67d354c,cca25aece2c08945274919fa6c14b941
cars	1	edf936c8d947edce4fa14c3e599082f6
carson	1	25c2773600140de4ed6e1a9aa3bbad45
carter	1	f8d5b9d5f1efef4cadd56f1bcd132b75
cartography	1	af888c7fcafacf20341e8b65b67d354c
cartwright	1	54e83f43ba859fd7d232ec525d3950cc
carved	1	89eb4e58981b4a458992d63631d71a69
carving	1	182e0e8b99ed00d208494749b58fae27
casc	1	e4f48c51447d0eaeddabb81a68e48dae
cascade	1	47d4cf38c5d82ed8750c6122648419be
cascading	1	f3f0318612c9f63af07d12936e9bd0bf
case	27	0b547af2efad17b66221ccf0a9950110,0cab10ffdf621c57d430c379de73fc00,0e8dba2db9df747f2b8fd57d7336db21,172480efeaa0d98a7987f2d13ec04dba,2186466e66233e34d9216e73e705442c,25c2773600140de4ed6e1a9aa3bbad45,2c8822e9739571650178e3a1f7bead26,3473d3e8aacec289efa0e8d2732fc1e4,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,595c1660fb0e049c950b9ac391eacb03,5b3dc312b94c488a56040309e01c96b3,712097dc3eb1c8c55094f5258d84fd98,788d64fc0364f4a8dfa407299b3f2c83,7e37078417f6f6d88774ccdbd74f7a73,7ec366e5020adce458a4b28100e1f36c,a121319582f50d66d4048868a97c202a,abcbf44be98a0c301592490c58805586,ac24f669de9b77887d9fe85415fb85c3,af888c7fcafacf20341e8b65b67d354c,c0b2f61e9bcd9d4fc97655220ba65af5,c28f54be26c8562bd3e4be07a2992e17,cca25aece2c08945274919fa6c14b941,d18146341ed7a99e6b81ee36969d38e4,edf936c8d947edce4fa14c3e599082f6,eec2a1783980371f8e97071d82d429d4,ef0be29f98f0c3c29a567f8d1525b002
case-by-case	1	f8d5b9d5f1efef4cadd56f1bcd132b75
case-case	1	f8d5b9d5f1efef4cadd56f1bcd132b75
case-study	1	4188f2130be998c0b93317959d45e87a
casemans	1	47d4cf38c5d82ed8750c6122648419be
cases	17	0cab10ffdf621c57d430c379de73fc00,172480efeaa0d98a7987f2d13ec04dba,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,788d64fc0364f4a8dfa407299b3f2c83,7ec366e5020adce458a4b28100e1f36c,924b778f6ecbf031abd961f7db6760b2,ac24f669de9b77887d9fe85415fb85c3,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572,cca25aece2c08945274919fa6c14b941,d1504625502337a304af3d5e3cdbbd46,d6fae5a16ef45e8fc95503205e620fb1,d8eaeaa4000edfff8c0c923dcd0302ab,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f8d5b9d5f1efef4cadd56f1bcd132b75
cash	9	171f343ca16cbca4372e73d0d745210f,2e34664843decfdd46b4b32c98c874ca,4188f2130be998c0b93317959d45e87a,5b3dc312b94c488a56040309e01c96b3,69318110e2ae6793ccbaa86578c9d61a,79dbd0919f541be416d61bbdbf943bac,7e37078417f6f6d88774ccdbd74f7a73,8883655f73a0adac252d12acb30fdc64,f8d5b9d5f1efef4cadd56f1bcd132b75
cash-handling	1	203732ce3777ebad30ce2b7848e6e6f0
cashier	1	8883655f73a0adac252d12acb30fdc64
cashiers	1	5b3dc312b94c488a56040309e01c96b3
casi	1	9dbe16684982fa1e2575333bda9e4da7
cassette	1	ae2703abbfb990fb34c5f1e3800a5ba5
cast	1	339b663c1c7f56a85cc92a40a227cf0f
caste	1	13aa6a118c466ac62169aacc3f3ec219
casteljau	1	edf936c8d947edce4fa14c3e599082f6
castillo	1	42c121c96428b31e1cb4b12490931209
casting	1	c0b2f61e9bcd9d4fc97655220ba65af5
casual	2	3b724e6d9bdb4158c4d6c003b7ea9718,4b2d35927a209fc509fccef6891290f3
catalan	1	512a9d8ae499874a9637b36f930bcfdd
catalog	51	095c8dc813f0718e49118b6871f23980,0caa4b6819abb9a7f82ec301621b42de,0cab10ffdf621c57d430c379de73fc00,13aa6a118c466ac62169aacc3f3ec219,171a8a3a7ddbb1032911e125b925f6de,172480efeaa0d98a7987f2d13ec04dba,1830a6cdfeee77bf0ba0211e259bfbb8,2538ca5a1dd7cec44d727d836cf64387,2e34664843decfdd46b4b32c98c874ca,339b663c1c7f56a85cc92a40a227cf0f,3473d3e8aacec289efa0e8d2732fc1e4,3903bee01be9030c6b7d1f0669e0fadf,3b724e6d9bdb4158c4d6c003b7ea9718,3c3ed3d4b5c6291d7dde704d5248f81f,4be79d8f210eefd73707f8c8cb9ce132,4bfc7bee4e7d678da78a007953fec209,5b3d191f47621ff82a870019886bcaea,5b3dc312b94c488a56040309e01c96b3,69318110e2ae6793ccbaa86578c9d61a,712097dc3eb1c8c55094f5258d84fd98,7ca62538bf3ed49acf82adf9188e71cd,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,98269e06133e0b1eed0df4fd6e986768,9a07574941ac6d8fbda44ec7ea52b0b9,9dbe16684982fa1e2575333bda9e4da7,a121319582f50d66d4048868a97c202a,a269f02efd4cac9dbbc0c250d5b7b95b,ac24f669de9b77887d9fe85415fb85c3,ae24c6f3eebc37d83db3a4bf86338a67,ae2703abbfb990fb34c5f1e3800a5ba5,af888c7fcafacf20341e8b65b67d354c,b5b87d8132a4776e7a89c633ff951c68,b78ef5e2a6548a4696429e11c2b2e07e,c0617c260022183eb1cb3be16fd4a533,c0b2f61e9bcd9d4fc97655220ba65af5,cca25aece2c08945274919fa6c14b941,dbbe64b4d38e13ec10d4942e204745c4,dede88447d661f9afb46cc0742ae7501,e20ea41bf5f22957cdde4236172b8554,e36a8e52e431c9e4c4f1d615072a5522,e4f48c51447d0eaeddabb81a68e48dae,e695dacd3d44a8b8e2436580e758b919,e8e82f5a92b451415db3a87e293cbbf5,ec5897469117373db12a4df05490373d,edf936c8d947edce4fa14c3e599082f6,eec2a1783980371f8e97071d82d429d4,ef0be29f98f0c3c29a567f8d1525b002,f3f0318612c9f63af07d12936e9bd0bf,f8d5b9d5f1efef4cadd56f1bcd132b75
catalogs	6	0caa4b6819abb9a7f82ec301621b42de,3c3ed3d4b5c6291d7dde704d5248f81f,5b3dc312b94c488a56040309e01c96b3,74fd92c7eadc0a9661295c6af407db22,98269e06133e0b1eed0df4fd6e986768,ae2703abbfb990fb34c5f1e3800a5ba5
catalyst	2	a199cabc61ce45fc04233e67d129dfc0,d280b29a913f8d46d344973171bd0abb
catalyze	1	84f660b9467d3d02c61579c942b9843b
catapult	2	0574c6441a54955bd9347ee8d08b1c4d,09888b1bd9e7fe4160d457f2f9f36fd1
catarci	1	4188f2130be998c0b93317959d45e87a
catch	2	37f5016bab7a5e9951363d67201ca1c1,edf936c8d947edce4fa14c3e599082f6
catching	1	b3fbd0f4c9dfea7447801807ee817223
categories	15	097825d72d05ff49a1cd59007360d42b,0e2c6acbe671f2736a3fa67d3db67aa0,2e34664843decfdd46b4b32c98c874ca,3473d3e8aacec289efa0e8d2732fc1e4,53943b3f5b094d68120dad72b0071023,5cc6d45bd3480012d65cfc5a298ff083,712097dc3eb1c8c55094f5258d84fd98,7bc6bd08502795f154a1bc3841512e50,a03ec7966ef9771b99aa86f868755361,a121319582f50d66d4048868a97c202a,ae24c6f3eebc37d83db3a4bf86338a67,d9485940888aca02b247a97b9a8a4457,ef0be29f98f0c3c29a567f8d1525b002,f1982c9ea16ce1942178fc31e306e022,f8d5b9d5f1efef4cadd56f1bcd132b75
categorization	3	0b547af2efad17b66221ccf0a9950110,a121319582f50d66d4048868a97c202a,ef0be29f98f0c3c29a567f8d1525b002
categorize	2	84255c85b8698a373f281ac9393d28ab,ef0be29f98f0c3c29a567f8d1525b002
category	5	3d5d16dbcb9ea17ddab030f59150cf70,4ededca3102e9834504eccdeb3f34a72,b84d2669e809b68f531ea69aa14473dd,f66b3b60225f209090b6bbc6570929f9,f8d5b9d5f1efef4cadd56f1bcd132b75
cathy	1	f8d5b9d5f1efef4cadd56f1bcd132b75
cations	1	1f284e68eb3e7db2066294c652ff60fe
cato	2	a121319582f50d66d4048868a97c202a,ef0be29f98f0c3c29a567f8d1525b002
cattleya	1	368400fbd432a5b23ee94dc2885ebba8
catullus	1	712097dc3eb1c8c55094f5258d84fd98
caudillo	1	af888c7fcafacf20341e8b65b67d354c
causal	1	e6a8c147d73480c07ece3498d9401978
causation	4	7ec366e5020adce458a4b28100e1f36c,b723c0a6b322478652e00a3adc536572,e6a8c147d73480c07ece3498d9401978,ef0be29f98f0c3c29a567f8d1525b002
causby	2	a834f33a4574fab94f8d5a3f0dfb6e21,e09553b7d2ef87e11c695499c2dd53f0
cause	15	0caa4b6819abb9a7f82ec301621b42de,148b7f254ff6d3916dea133230431320,3b724e6d9bdb4158c4d6c003b7ea9718,49997d547e4ebe5079296dbe9f5aded1,8cd90a0d9df7e687c57dfa37da065c4c,97754dec525618d98df849069e88d8d5,9dbe16684982fa1e2575333bda9e4da7,9ebf27b6e5995049b542fe4a5c3e8a31,ac24f669de9b77887d9fe85415fb85c3,c0b2f61e9bcd9d4fc97655220ba65af5,d1504625502337a304af3d5e3cdbbd46,d8eaeaa4000edfff8c0c923dcd0302ab,ecb48a4c7e91cb534fcce0355326043f,f8d5b9d5f1efef4cadd56f1bcd132b75,ff4c9d2effdf89aec11d3fa729de0c1d
caused	3	924b778f6ecbf031abd961f7db6760b2,9ebf27b6e5995049b542fe4a5c3e8a31,d8eaeaa4000edfff8c0c923dcd0302ab
causes	7	13aa6a118c466ac62169aacc3f3ec219,171f343ca16cbca4372e73d0d745210f,7ec366e5020adce458a4b28100e1f36c,aaf92d0f177be659ccd6fff1f839146d,af888c7fcafacf20341e8b65b67d354c,ef0be29f98f0c3c29a567f8d1525b002,f8d5b9d5f1efef4cadd56f1bcd132b75
cautions	1	0caa4b6819abb9a7f82ec301621b42de
caves	1	c0b2f61e9bcd9d4fc97655220ba65af5
caving	1	203732ce3777ebad30ce2b7848e6e6f0
cavity	1	512a9d8ae499874a9637b36f930bcfdd
cbd	1	d8eaeaa4000edfff8c0c923dcd0302ab
cbp	1	b047c03cb5117fe6d41edab9046bc2dc
cbpr	1	7cdbe28bd7fd9e8622a9995715114db9
cc	1	54e83f43ba859fd7d232ec525d3950cc
ccaf	1	f27c31532c964d59f64cc56cd1562320
cchem	1	148b7f254ff6d3916dea133230431320
cci	3	0048e24833835dc2b606f82ee090dcbd,47ea71d9976451496b3fd62183f8c9b0,82e3e49ce65b12911bc03aa56ffb0837
ccld	11	179b3aeaac12bfcc993fafa3eab60321,1a1a733b02d8139f3b23eb8318c79694,229a6cef5aabbf1ea6163e5cf3a080dd,a199cabc61ce45fc04233e67d129dfc0,ae2703abbfb990fb34c5f1e3800a5ba5,b03d7ca470ac4ee2ca5d6c3797f458f1,b497c89388f96702f085928ec9fd84e4,b4c428ca45763960bcf72df459a546dc,b807f109612c8fdf8a42d19135f3fa92,c91a2068f30d150677210d2924499be6,c96db28a77cd7351db4ac46b7be33a15
ccne	2	4feec12384e94775ad61c7ad01735b3f,9dbe16684982fa1e2575333bda9e4da7
ccr	1	649ac01335e2bb1cb8ebedaf855eef03
ccs	3	4188f2130be998c0b93317959d45e87a,649ac01335e2bb1cb8ebedaf855eef03,d92f56894fbffc52260512c859e2b170
cctv	1	ae2703abbfb990fb34c5f1e3800a5ba5
cd	1	ae2703abbfb990fb34c5f1e3800a5ba5
cd-rom	2	0b547af2efad17b66221ccf0a9950110,4188f2130be998c0b93317959d45e87a
cda	2	3592deb670d8fed012a080864736d357,ae24c6f3eebc37d83db3a4bf86338a67
cdc	2	9ebf27b6e5995049b542fe4a5c3e8a31,f8d5b9d5f1efef4cadd56f1bcd132b75
cds	3	0b547af2efad17b66221ccf0a9950110,d9485940888aca02b247a97b9a8a4457,f8d5b9d5f1efef4cadd56f1bcd132b75
cecelia	1	f8d5b9d5f1efef4cadd56f1bcd132b75
cedar	1	0161d5e73cd420e302572dc1aa0964eb
cee	1	edf936c8d947edce4fa14c3e599082f6
ceeb	5	2e34664843decfdd46b4b32c98c874ca,3473d3e8aacec289efa0e8d2732fc1e4,65470e96c844070729e8250879d8dc35,a269f02efd4cac9dbbc0c250d5b7b95b,b047c03cb5117fe6d41edab9046bc2dc
ceevc	1	f8d5b9d5f1efef4cadd56f1bcd132b75
celebrate	7	0574c6441a54955bd9347ee8d08b1c4d,3b724e6d9bdb4158c4d6c003b7ea9718,4c4763d149bbc9b8c8a87738146e892c,6b70306e81d5718e5742a584ddab6862,6e92832ff8be56c61b422b05bb885a2d,b369b8dca8be11ea1103201057c41fd0,f8d5b9d5f1efef4cadd56f1bcd132b75
celebrated	3	0574c6441a54955bd9347ee8d08b1c4d,9ffb775388ce7172c257ff157a7b194f,d8eaeaa4000edfff8c0c923dcd0302ab
celebrates	4	0574c6441a54955bd9347ee8d08b1c4d,235cff66c1d0ea85a2a1a79bec9f83e0,b369b8dca8be11ea1103201057c41fd0,cd839c513eed469458729fba5e77c565
celebrating	2	857f6b3e59e52acb2a1effdbe3d6358c,ae2703abbfb990fb34c5f1e3800a5ba5
celebration	4	0574c6441a54955bd9347ee8d08b1c4d,42c37ee0548a21f274f46802aa302c77,47d4cf38c5d82ed8750c6122648419be,b369b8dca8be11ea1103201057c41fd0
celebrations	1	235cff66c1d0ea85a2a1a79bec9f83e0
celebrities	1	3b724e6d9bdb4158c4d6c003b7ea9718
celebrity	1	eec2a1783980371f8e97071d82d429d4
celia	1	f8d5b9d5f1efef4cadd56f1bcd132b75
cell	6	06b01e56a9d05d52ad53c3edce680162,1f284e68eb3e7db2066294c652ff60fe,495e4598657e942ed31d5e01039156b5,512a9d8ae499874a9637b36f930bcfdd,614fc98344578dd1cf2ea3c7e49b419f,d1504625502337a304af3d5e3cdbbd46
cello	1	339b663c1c7f56a85cc92a40a227cf0f
cells	3	148b7f254ff6d3916dea133230431320,1f284e68eb3e7db2066294c652ff60fe,d1504625502337a304af3d5e3cdbbd46
cellular	4	1f284e68eb3e7db2066294c652ff60fe,512a9d8ae499874a9637b36f930bcfdd,d1504625502337a304af3d5e3cdbbd46,edf936c8d947edce4fa14c3e599082f6
cenese	2	c93e08681d4df708cd14f44b9265d04e,dde8c2a4a6721a3d087f702f3b0eef25
censorship	1	649ac01335e2bb1cb8ebedaf855eef03
center	143	0089addb16de18d4a2d66fcb38b15617,03a973e1801d86168cea38b382c80bb2,0574c6441a54955bd9347ee8d08b1c4d,097825d72d05ff49a1cd59007360d42b,0cab10ffdf621c57d430c379de73fc00,0d43fbf6429a9c59f705db76cedc94a7,1239465045653f5958cf73b77f74f8ef,148b7f254ff6d3916dea133230431320,151f22582112f5dd34c586760b3dd21f,171f343ca16cbca4372e73d0d745210f,179b3aeaac12bfcc993fafa3eab60321,180561c7d3cbc6a86dd1012aca4c0f2a,1a1a733b02d8139f3b23eb8318c79694,1c1bcfe081209d7fa65507d2d6f4d230,1c2500dc5aef9cc75844ec6b62b3a97b,1cb2fd3c3c5f25ebd08d1293958260aa,203732ce3777ebad30ce2b7848e6e6f0,229a6cef5aabbf1ea6163e5cf3a080dd,25c2773600140de4ed6e1a9aa3bbad45,25df369ee0b8c502cbc8df9bea888cd0,28d092fa1b4598311ef13807ca3ca8b7,2b5f9d234790d3ee36d95ee0b96f2c99,2e34664843decfdd46b4b32c98c874ca,32431d8853c43652d2a0ffa39d66dffb,3473d3e8aacec289efa0e8d2732fc1e4,3526e9e40fb541d398093c4a69092245,35eeb6e2f4f3f1cfe5ad631bc653bdd0,4070701955f558e5fb4697ce39d44f65,41394b9e526be14aa15bb7ed29404bfc,414cd626bb41ac13e414dba2ea9eb86e,4188f2130be998c0b93317959d45e87a,42c37ee0548a21f274f46802aa302c77,439ec0acb4c753f9acc590315bee3d97,442b1164322b0f9c2dbe47156a04b770,44c0f829346e824487938e1e5b6538ac,474278cedf84cc44ad92102a3e8d8a9b,479dd323d2f8c2675c2df831d3353079,49997d547e4ebe5079296dbe9f5aded1,49dfff9bd314faa92af55da787f92a36,4b2d35927a209fc509fccef6891290f3,4c4763d149bbc9b8c8a87738146e892c,4d9ae6b6b963e83f0a05c20b21a0e8f1,512a9d8ae499874a9637b36f930bcfdd,54322376a7908a9b599a194e57b086c2,569ab9958447fdea9bbd56ff6f4f6414,595a50cbffb6c1f488b3f99c67a40d96,5985334de3e0af8730ae8a140c7d2719,5f93ab0387b5d2bf7b7375788c8e2eae,614fc98344578dd1cf2ea3c7e49b419f,65470e96c844070729e8250879d8dc35,660252a2218fd72a701b7f797e974758,6668fcf920433c2ced752c0aafd95958,6805363a7effb848c67edc5b3322e6ab,682fd73fbde597a6ead66718cfc5fb0e,69318110e2ae6793ccbaa86578c9d61a,6b24dbf822b58ae9664869aac8161312,6b4af7fedd55ff743b146245a48e111b,6b70306e81d5718e5742a584ddab6862,6c7b75c22d446d2cd373003eaf67f370,6f08d5ebbbd4b0bad7ab1cb1443a6e6e,729e7fe6a4397c6568288eddebc36603,72d8ceaac7f7d0300e0af0561e0762c6,73828bafc8aca94ce8910b288cfd68ca,7b673c073c5cf39d0c898ac286ffdbdf,7d9ef8f866b1ea5adddf0852b041de6e,7e37078417f6f6d88774ccdbd74f7a73,7f9033e0ab82a36dce26dcb20801058c,807fa32684bd174e40cb3322817e7c46,82146df87c509ddaa3488179205d642b,82e3e49ce65b12911bc03aa56ffb0837,84255c85b8698a373f281ac9393d28ab,855b45bf6e84858fbdf54c063ac9e475,873827c0f74319fd039767cab268b8b6,89eb4e58981b4a458992d63631d71a69,8b100ed8656f043bf84d3e8b43b56088,8b62199c5edf70fd091d80548d24503d,8cd90a0d9df7e687c57dfa37da065c4c,9122a1647296fe948c9f106143309588,95697c74f3429c56bfea26d4f3cdbc2f,963d2d3f2962142d3e1a4fddc6f5680e,9b3ad8921f5deec9d99eb26d5400e2a1,9bfdacd3d86ec39077c29cfd895e0f4c,9dbe16684982fa1e2575333bda9e4da7,9ebf27b6e5995049b542fe4a5c3e8a31,a104a9cfd7a0eac8b7ab9493035c8fb5,a121319582f50d66d4048868a97c202a,a199cabc61ce45fc04233e67d129dfc0,a269f02efd4cac9dbbc0c250d5b7b95b,a3708d47b44a7c159a4bedda6aec12c8,a834f33a4574fab94f8d5a3f0dfb6e21,ac24f669de9b77887d9fe85415fb85c3,ae24c6f3eebc37d83db3a4bf86338a67,ae2703abbfb990fb34c5f1e3800a5ba5,b03d7ca470ac4ee2ca5d6c3797f458f1,b047c03cb5117fe6d41edab9046bc2dc,b369b8dca8be11ea1103201057c41fd0,b4c428ca45763960bcf72df459a546dc,b526d61a4640051166736fd9bb071f9a,b807f109612c8fdf8a42d19135f3fa92,b84d2669e809b68f531ea69aa14473dd,b87902d776be34059c42902caa6ba9f2,bda4a723ff7a1c7699d4ac652ac047b4,c5221b844e57a037b76df93892ba38fe,c62c434ac3225cd1359ef4fa95bb7208,c8f2106ddf2ef233e7f75e5dbefe57a0,c91a2068f30d150677210d2924499be6,c955c0cd31b154f2d45f2c7040978e4b,c96db28a77cd7351db4ac46b7be33a15,c995b088b53cb0a513230e26d40677cd,cca25aece2c08945274919fa6c14b941,cd839c513eed469458729fba5e77c565,d03fedd811983808ab9cbe760082668b,d0a9b29396a52afb864ba2e120f665dc,d18146341ed7a99e6b81ee36969d38e4,d1bee9dee87fdc73055d081090286380,d280b29a913f8d46d344973171bd0abb,d8eaeaa4000edfff8c0c923dcd0302ab,da90302c3d9bf303570ff68a5c9a34e0,db4a98f28ddb72fdb035a739d534afc4,dbb0b8a260ef990eae07ee061bfdccf6,dbbe64b4d38e13ec10d4942e204745c4,dc6c4defad782185dbc6a35276ae44aa,e09553b7d2ef87e11c695499c2dd53f0,e36a8e52e431c9e4c4f1d615072a5522,e4f48c51447d0eaeddabb81a68e48dae,e5ebe0540197abaf379d1d251cd17bc1,e964b7c64b22a1f993dae357d17d00aa,ef0be29f98f0c3c29a567f8d1525b002,f1982c9ea16ce1942178fc31e306e022,f1ae348007a618a05f4f487cc931c0c3,f2a7dbd010947f1c8d0f3cd91047db05,f3c8f5157f5a66ecdde45b0f35266b93,f4597580756684633c38c838e6b30a67,f49d97e18065d6dd2f96aac798c3d8de,f66b3b60225f209090b6bbc6570929f9,f6fe1f7904be9647a826e9ca1eb24c73,f7c5749b55f3cc79d607e34d9caa8f67,f893f24e42748a404a92a321cd1e3cff,f8b3ca1bfba1075451ba750fdda43217,f8d5b9d5f1efef4cadd56f1bcd132b75,fa53107082927b1a7dd6173d2976aa13,fb6e726b73374ba32acf2cc3ee975e71,fd7aa833b546a64fe6e18f77a3ba4cd1
centered	5	235cff66c1d0ea85a2a1a79bec9f83e0,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,8b04dc79b7b86fb40b4eabbee42efd62,b0115929a1674192c5c191960040ff0a
centering	1	edf936c8d947edce4fa14c3e599082f6
centerpiece	1	09888b1bd9e7fe4160d457f2f9f36fd1
centers	13	474278cedf84cc44ad92102a3e8d8a9b,614fc98344578dd1cf2ea3c7e49b419f,9dbe16684982fa1e2575333bda9e4da7,ae2703abbfb990fb34c5f1e3800a5ba5,b87902d776be34059c42902caa6ba9f2,cca25aece2c08945274919fa6c14b941,cd839c513eed469458729fba5e77c565,e36a8e52e431c9e4c4f1d615072a5522,e4f48c51447d0eaeddabb81a68e48dae,e6a8c147d73480c07ece3498d9401978,f49d97e18065d6dd2f96aac798c3d8de,f7c5749b55f3cc79d607e34d9caa8f67,f8d5b9d5f1efef4cadd56f1bcd132b75
central	23	2b5f9d234790d3ee36d95ee0b96f2c99,32431d8853c43652d2a0ffa39d66dffb,339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718,495e4598657e942ed31d5e01039156b5,512a9d8ae499874a9637b36f930bcfdd,68a5e99fb8125b8150985acdc9bb7ea4,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,9dbe16684982fa1e2575333bda9e4da7,af888c7fcafacf20341e8b65b67d354c,b369b8dca8be11ea1103201057c41fd0,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,d1504625502337a304af3d5e3cdbbd46,e36a8e52e431c9e4c4f1d615072a5522,e6a8c147d73480c07ece3498d9401978,ef0be29f98f0c3c29a567f8d1525b002,f3f0318612c9f63af07d12936e9bd0bf,f49d97e18065d6dd2f96aac798c3d8de,f8d5b9d5f1efef4cadd56f1bcd132b75
centrality	1	0cab10ffdf621c57d430c379de73fc00
centralized	3	3d19dd84cd261b9fb7e551c477f2c087,8b04dc79b7b86fb40b4eabbee42efd62,e36a8e52e431c9e4c4f1d615072a5522
centuries	9	339b663c1c7f56a85cc92a40a227cf0f,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,b526d61a4640051166736fd9bb071f9a,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,eec2a1783980371f8e97071d82d429d4
century	16	0cab10ffdf621c57d430c379de73fc00,13aa6a118c466ac62169aacc3f3ec219,339b663c1c7f56a85cc92a40a227cf0f,3b724e6d9bdb4158c4d6c003b7ea9718,4be79d8f210eefd73707f8c8cb9ce132,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,7d00d7c28eeec07e8bf22425fee4749d,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,9dbe16684982fa1e2575333bda9e4da7,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,e76fbc83bd913eac1ac6860fad8ba079,eec2a1783980371f8e97071d82d429d4,f4597580756684633c38c838e6b30a67
ceo	2	6b0427e9abeabeb14d6fdeca391a62d9,d6dc73f8c8f9d5da50ba52369cd560fb
ceph	1	9dbe16684982fa1e2575333bda9e4da7
ceramic	1	c0b2f61e9bcd9d4fc97655220ba65af5
ceramics	1	c0b2f61e9bcd9d4fc97655220ba65af5
cerebellar	1	512a9d8ae499874a9637b36f930bcfdd
